Index,House_No,Location,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
337,House_337,City Center,85.5460584,45.6236509,17.98383419,0,0.329868601,6.796062209,31.95297512,8.707366884,9,484.8150521,19.10827253,325.229327,35.37163443,75212.98377
338,House_338,Countryside,70.36578594,36.90530218,27.07209828,0,0.461100046,8.856083554,18.64507679,3.790147202,15,450.6859673,19.31756037,306.6837049,10.95105821,112756.0982
339,House_339,Suburb,47.41738291,12.10250005,11.49646098,1,0.692541468,4.863605828,86.05903774,4.534751652,9,502.692804,13.77057697,314.4172839,14.64906521,37654.07725
340,House_340,City Center,9.783416065,41.89477902,6.489983329,1,0.620170159,5.765817553,40.94875388,4.209006013,7,508.1538249,16.33695917,183.8907296,10.01113016,-18190.40318
341,House_341,Countryside,49.16158751,75.11780478,13.27732038,0,0.866424767,7.044008226,40.45582772,8.495702278,24,285.1523525,18.20337805,7.779696997,39.4608986,19915.19589
342,House_342,Suburb,47.34717708,7.100766453,1.450881331,1,0.537766357,6.249037693,17.81878081,1.399121758,12,543.2054408,12.26066607,68.8547894,6.953812921,57262.12154
343,House_343,Suburb,17.32018699,8.018001408,24.61462753,0,0.716318005,8.060566774,38.92350193,3.775789799,20,426.1755512,16.04591833,296.5201713,15.29395847,119012.5872
344,House_344,Countryside,43.38516492,35.47712918,24.79022433,0,0.593593648,7.570456239,87.29006779,7.114677018,24,458.6909794,13.54958233,301.2693887,8.762732564,120424.309
345,House_345,Suburb,39.85047344,94.17257116,17.6400139,1,0.60754573,3.349783223,36.94974234,6.088991496,14,215.1583022,17.41896501,388.9194451,9.714698675,127889.9664
346,House_346,City Center,61.58500981,66.85726467,10.59308667,0,0.460664589,8.990527404,95.20875269,4.926604234,22,582.2783163,20.42917583,76.07461076,10.63642751,65282.84906
347,House_347,Suburb,63.50936509,67.86699567,23.99350093,0,0.572970466,7.514414722,94.68458102,5.859534045,16,617.7139806,17.24753939,49.17071526,25.94715635,45502.99694
348,House_348,City Center,4.530400977,36.19199908,16.64061074,0,0.582470998,8.183419898,15.34496727,2.778261272,19,509.710777,12.35983596,55.51585349,3.965925437,94721.80473
349,House_349,City Center,37.46126146,59.36607912,24.77796926,1,0.723985513,6.907186273,18.5538141,4.876449594,23,574.3618176,12.29657246,73.91524603,23.32866507,78726.71377
350,House_350,City Center,62.58599157,1.013118403,18.94376378,1,0.864384,8.137710768,86.40473296,5.515326858,3,461.3530016,18.05503146,211.3873358,32.95216322,96885.90801
351,House_351,Countryside,50.31362586,63.60960464,23.5321642,1,0.497592766,3.67429785,39.88333097,9.110702098,11,509.1766895,15.27981559,390.0845852,30.89442729,67294.46304
352,House_352,Suburb,85.64898412,91.32869476,17.9568898,1,0.325320281,5.086427013,1.433024246,3.347516465,23,397.2858492,17.72666503,235.7725932,6.895696233,-17277.75167
353,House_353,Countryside,65.86936316,61.25734683,12.42423205,0,0.597777075,8.258525662,28.11331015,8.810456519,21,595.9371325,13.63637109,209.0752263,36.67453766,142486.7608
354,House_354,Countryside,16.29344271,87.36985935,28.7383758,1,0.626676799,4.209931268,60.16527033,6.798172607,20,434.1354651,19.76862353,269.3424922,31.03352487,81284.57688
355,House_355,City Center,7.05687474,72.39730555,16.23341475,1,0.401064331,3.469452591,80.12733063,1.18306748,19,540.1064522,20.60719706,29.5721563,1.206797926,126212.0061
356,House_356,Countryside,64.24192782,12.05584164,18.15268556,1,0.756278764,7.72871364,14.20547309,7.521682032,8,510.7146893,20.89225602,326.1416537,29.75757171,-34763.47452
357,House_357,Suburb,2.651131054,90.24533073,6.614629182,0,0.890957465,8.012916934,11.94359508,1.319966898,20,551.1572592,15.04074589,258.7518173,29.75944547,141434.3851
358,House_358,Countryside,58.57755813,6.644384436,18.76952368,1,0.86746483,3.975913309,92.2871727,9.976430141,8,592.6079376,18.60735368,68.47667184,20.37582714,7914.550436
359,House_359,Countryside,94.02302414,53.39674725,17.14822948,1,0.418263623,8.126075897,75.36368841,8.853730189,3,456.3567408,14.79042387,252.2861685,2.793314224,87126.65376
360,House_360,City Center,57.54741779,14.21371238,5.545151938,0,0.825217944,7.120606774,59.38818048,3.676093728,10,606.5329746,19.62756821,238.483185,23.61633159,157780.5441
361,House_361,City Center,38.81699262,1.170661073,1.787612921,0,0.722696182,6.120496099,77.14949221,3.316701072,13,448.6286186,13.20525002,25.9411942,30.86412364,105457.2015
362,House_362,Countryside,64.32882184,42.20342601,18.13077959,0,0.572307938,7.981501157,43.45658177,4.432969739,9,678.3171614,19.62764811,106.7728791,11.56408816,71550.74345
363,House_363,City Center,45.82528905,29.50407077,22.91076808,0,0.624366597,5.515495496,76.08711898,4.205502688,6,576.3358743,16.39728638,156.3766492,27.01566051,108783.7897
364,House_364,Countryside,54.56167893,48.60004938,15.70204113,1,0.809760105,4.163963737,37.80849614,4.351040365,15,285.5708249,20.5554949,97.95541179,14.80312161,83964.43628
365,House_365,Suburb,94.14648088,57.71998867,6.80317876,0,0.588080964,4.70911606,25.16536268,3.864488915,16,614.7922357,19.3893086,97.26467512,23.38033848,34513.55615
366,House_366,Suburb,38.61026378,4.373907231,19.9956593,1,0.523924421,6.03098411,73.17232871,6.590200662,5,475.7938304,15.76519641,229.1793895,15.99806423,110379.1287
367,House_367,City Center,96.11905638,12.30032951,2.403171798,1,0.595948496,6.187984756,42.54755692,2.478372973,21,692.230479,21.03539185,188.3436068,12.84669717,60900.67438
368,House_368,Suburb,90.5350642,55.86423965,13.25501114,1,0.647477882,7.833484959,98.15633333,8.613831632,13,559.4095218,14.83337139,266.9168727,34.38066454,95193.17629
369,House_369,Suburb,19.57911348,34.31673532,4.901002752,1,0.413446592,7.748116342,35.59903305,8.311622356,19,242.1953733,21.66988631,382.5628348,30.39969211,111874.3628
370,House_370,Countryside,6.936130088,72.91734875,5.533771532,1,0.840544638,6.488199343,92.25101463,5.288348871,2,397.4802138,19.67203384,264.2224178,14.47251622,124193.9325
371,House_371,City Center,10.07780014,65.22916486,6.068818475,0,0.704512169,7.6847129,93.36329231,8.674569688,6,458.6377013,21.90674851,232.8383729,17.95063402,203097.7443
372,House_372,Suburb,1.822182565,84.5604363,11.60121171,1,0.67996135,4.15064075,24.94344176,3.22430563,1,619.5068016,12.53904616,339.0237967,27.9764333,110428.4435
373,House_373,City Center,9.444296076,69.24928267,1.534506169,1,0.359697736,3.300387163,80.02389698,1.158089101,15,564.6727672,14.74036046,252.8292442,32.63207244,98481.93994
374,House_374,City Center,68.30067734,42.99310774,11.93380323,1,0.662504363,8.241802936,43.87437601,6.572871325,15,384.6800353,19.41264257,66.22450812,27.68930925,64723.40588
375,House_375,City Center,7.118864846,67.29666224,15.35122341,0,0.372576397,3.453326963,91.834948,5.121184663,14,526.7163438,21.22249701,125.8994798,22.09633165,-14856.12842
376,House_376,Suburb,31.89756303,27.53811743,14.49882855,1,0.347218605,4.480130578,45.56230299,6.104480917,7,488.4554539,12.28770817,293.3441131,38.22104745,40816.18911
377,House_377,City Center,84.4875311,30.63134988,11.48352301,1,0.616386537,7.171913698,74.68606802,9.094054681,5,263.0263045,12.00009296,295.3529532,31.19160117,49311.00584
378,House_378,City Center,2.327193574,78.89851599,25.17439824,0,0.54167132,5.456687626,47.22977351,9.729330162,20,317.4293465,14.56242629,394.8035001,5.508082555,128573.8998
379,House_379,Countryside,81.44684826,44.64195164,4.359800773,1,0.653286162,8.257883819,23.55227482,6.710078258,16,370.5611564,20.52778677,250.7899514,22.76742485,83639.17172
380,House_380,Countryside,28.18547748,79.83803405,15.17090231,1,0.353533301,4.787878768,20.73566277,7.876500309,17,297.7417032,19.67153102,359.8180752,16.97270901,141580.1905
381,House_381,Countryside,11.81648276,82.24223737,1.861242509,0,0.558589838,3.07122808,43.11768823,1.754275901,11,275.0669229,15.40277462,21.83212424,32.00248983,-40612.14336
382,House_382,Countryside,69.67371654,85.75623377,2.134670366,1,0.404872029,4.803933843,75.79397104,2.446440264,15,229.0988851,12.02011264,226.4889379,2.74185832,67395.69428
383,House_383,City Center,62.89428468,91.66352358,17.21597549,1,0.892260052,6.468450295,60.90207703,7.598843245,20,636.5512828,17.54705741,367.9392099,17.01821923,103727.0406
384,House_384,Countryside,87.74720135,43.09852205,16.98055275,1,0.636690127,5.255630252,69.1742997,4.882289107,16,344.471709,14.37955471,114.8976941,13.4127763,22816.51277
385,House_385,Countryside,73.50710438,31.88668183,26.34100539,1,0.712462117,6.209236535,28.95030872,5.013687434,3,345.160302,19.45608928,61.95064152,6.506253399,136137.6868
386,House_386,Suburb,80.34809304,58.21987466,16.73621027,1,0.495250968,8.259588713,48.66209925,3.777469135,6,303.1140687,16.46349664,140.204064,15.7733605,144371.409
387,House_387,Countryside,28.20345726,37.11724234,28.79373061,0,0.356843349,8.474910325,5.395131232,6.466207451,21,437.6986859,18.78601923,316.8944669,27.23921085,80307.15279
388,House_388,Countryside,17.74395438,60.10741668,1.460845452,0,0.885522518,4.595844388,81.93570918,2.666485409,23,457.120984,20.5230883,33.88032587,15.10543752,209748.7162
389,House_389,Suburb,75.06147516,70.55858626,2.940230543,0,0.471755421,5.77284284,98.99932406,6.642246514,13,304.1406793,17.357598,240.1354633,23.62025644,13205.48565
390,House_390,City Center,80.68347393,68.84050185,1.321975847,1,0.554284911,6.294864091,41.2810272,2.564189714,1,504.2851689,15.35955541,54.25264234,24.11966004,5373.073743
391,House_391,City Center,99.0505142,37.4552887,5.55830551,1,0.689918353,8.694674741,2.08540166,1.574434312,21,561.4999798,19.69543546,174.2129766,23.89733396,69527.60898
392,House_392,Suburb,41.26176769,16.68602017,16.23810333,1,0.314818379,8.991703915,17.80947132,3.973219198,14,386.920043,14.6518724,386.3908006,21.65174347,119527.535
393,House_393,Suburb,37.20180858,43.05293385,19.36716544,0,0.786155478,4.412443493,65.6001609,3.080263078,2,492.7258484,20.91518816,78.05770794,5.562541192,459.2742151
394,House_394,City Center,77.64129607,14.25941441,1.367554738,1,0.621946914,7.361879228,61.5958525,9.000924747,2,451.1509526,12.71427647,13.60661954,9.51978117,129533.4479
395,House_395,Countryside,34.08035403,89.00970352,28.3791267,1,0.466930312,5.268186373,78.99860724,1.494581085,15,297.7741992,20.35468641,170.8813356,32.20261597,186677.8528
396,House_396,Suburb,93.07573256,34.58774607,25.2649613,1,0.336964791,3.048649181,26.13451709,2.589523233,18,565.0054944,12.91555727,231.0782351,20.59225407,-28371.4597
397,House_397,Suburb,85.84127518,15.44597472,8.898374465,0,0.397499049,3.055515135,76.59955964,5.93847645,9,600.7265139,12.5613698,119.007094,28.53697632,44670.76223
398,House_398,Suburb,42.89940274,2.544775991,2.315625907,0,0.837020315,5.763396045,69.11041813,5.329604718,3,524.3965578,15.63256937,216.7072014,23.22645413,123725.2536
399,House_399,City Center,75.08710678,64.58223863,5.096612197,1,0.711614534,5.930009478,32.95863527,1.412668165,4,361.9480139,21.56549354,381.3607785,2.508919926,130057.8492
400,House_400,City Center,75.45428741,63.69023175,3.808332413,1,0.449941033,3.135418179,55.00332666,1.065271852,15,663.3962472,21.83486054,124.708315,32.05233699,142131.2783
401,House_401,City Center,10.31238688,34.06041666,3.698513379,1,0.339360459,7.121564501,15.58010704,9.892611478,5,427.679194,14.02070501,123.7708125,3.508643587,92175.73467
402,House_402,City Center,90.25529067,7.171188885,15.55685066,0,0.714369187,4.764020332,45.80388584,6.929512303,20,332.9392427,13.48637556,193.1071592,37.783788,141104.5927
403,House_403,City Center,50.52523724,40.96288949,7.375423275,0,0.643444636,6.359358609,88.23853662,4.288655178,20,404.1173104,15.52953332,206.1265344,9.399699946,91075.67467
404,House_404,Countryside,82.64574661,31.12174951,10.7441915,0,0.542711715,4.805514439,42.6979466,5.233890229,5,546.037546,15.37086841,0.54637035,20.98383959,35031.17178
405,House_405,Countryside,32.0049601,67.71206397,29.68516,1,0.51816687,4.002805889,84.11710394,3.398951084,10,622.9658928,19.59592883,246.3500525,3.479933656,174103.8948
406,House_406,City Center,89.55232285,60.57792495,20.52942747,0,0.430088566,5.443042432,59.43508316,4.103864053,16,378.2877496,16.43999021,398.9429395,35.90236277,32231.77051
407,House_407,City Center,38.92016787,36.45937282,28.46942001,1,0.701766754,4.393640189,19.9957946,6.841400205,12,316.312223,19.79883586,116.8032198,39.21766993,100492.457
408,House_408,City Center,1.083765148,21.78925543,4.276696651,1,0.882400817,6.208805862,58.52951823,8.94530619,14,513.2465659,19.48713097,252.3240185,6.705407606,80532.3188
409,House_409,Suburb,90.53819764,98.80359662,11.46418424,0,0.405429148,4.192971182,51.09234959,2.657170208,22,660.6075501,17.7831043,1.848662014,12.53567516,-2416.184283
410,House_410,Suburb,9.128667679,45.40016212,16.6419541,1,0.658269972,6.05043586,40.46549218,8.563253548,11,291.6466818,20.335121,241.7306449,1.61910245,43496.96915
411,House_411,City Center,31.93136376,68.82742358,2.302741857,0,0.554511033,3.944271089,12.84341351,2.094009666,19,601.5096911,13.95647747,178.8273238,31.69165419,86645.32661
412,House_412,City Center,95.00619671,14.05529676,0.125623309,1,0.568013233,7.025848257,42.25415772,2.934930012,6,438.3035907,13.61810496,212.1172614,13.14710897,34913.81402
413,House_413,Suburb,95.06071469,48.55896997,20.11303001,1,0.452488368,7.523626107,8.203475248,1.334577592,10,599.756252,19.50650259,217.561987,23.9646613,71755.09644
414,House_414,Suburb,57.34378881,2.753671987,19.2545855,0,0.795080925,3.662365405,10.77813609,2.267306759,20,452.7705749,14.44797062,70.78118772,2.52952155,40147.49573
415,House_415,Suburb,63.18372122,50.54551179,12.3236643,1,0.591153362,5.806814472,42.17573676,9.255728309,3,388.6638872,12.02794384,307.9872488,28.9029504,22588.43992
416,House_416,Suburb,44.8445522,96.40174071,14.68932228,1,0.626043511,3.425230204,31.23276671,5.13494872,22,548.3705001,21.11960169,222.1878484,21.64675457,15793.37315
417,House_417,Suburb,29.32107717,38.4206713,12.46329002,1,0.482856548,6.589094673,92.62888826,1.698992756,15,650.3136473,18.22937058,108.0777838,29.27422959,91115.85218
418,House_418,City Center,32.86645454,3.899601257,0.720151345,1,0.409085079,4.586425788,38.19487473,9.637541542,11,360.1258652,16.44937698,374.9526186,31.79300821,-91398.11975
419,House_419,City Center,67.25184561,3.095579092,10.06114819,1,0.351546233,6.165746741,76.02795409,8.91093077,22,430.3740675,19.2573651,5.109484002,4.480471781,135930.5391
420,House_420,Suburb,75.23745294,38.79867599,5.312467662,1,0.728471485,6.104766056,53.49450511,7.792142688,2,314.7003133,15.33331733,290.3748856,23.54559271,7707.656036
421,House_421,City Center,79.15790437,16.00249365,2.952725673,1,0.417740569,8.546126077,70.7044812,9.401255128,24,291.7047318,21.53666057,152.4940743,26.34781732,34910.99078
422,House_422,Suburb,78.96181428,2.335209633,28.70161302,1,0.714045213,6.294499335,26.75148232,2.981164788,6,588.9450712,12.68620289,209.0179325,21.1520314,3800.331257
423,House_423,Suburb,9.120610305,75.6213614,17.98079175,0,0.534225868,6.497990878,94.24859231,8.527323637,17,300.3320583,18.40948191,116.6038998,8.113966532,118500.3432
424,House_424,Suburb,49.44203047,45.85230089,21.85968853,0,0.549464881,5.409918755,53.47876119,7.209920767,18,596.6590857,19.77289483,128.5008705,32.02829408,135377.5248
425,House_425,City Center,5.755876002,28.9244772,9.460912298,1,0.581506498,8.694477619,83.30108306,8.827833246,4,414.6085259,16.69125908,6.066485844,39.90087482,89110.65958
426,House_426,City Center,54.95288823,90.0083183,11.79441388,1,0.520625105,7.663115457,37.13952365,8.172204092,23,697.5243617,19.54968355,291.9380355,38.80153984,98683.30331
427,House_427,City Center,44.15305014,11.61389602,7.107719817,0,0.360371986,4.712431742,10.92092356,4.118455569,9,298.6707091,21.26910398,284.3193643,31.32365303,83912.2825
428,House_428,City Center,88.77041828,95.5918829,2.908970129,1,0.485779086,8.065257515,67.69745312,7.969586833,10,246.4889963,19.43993901,261.7432802,17.30620119,132652.1408
429,House_429,Countryside,35.09150126,31.39667174,5.370949123,0,0.698240616,5.594378161,1.768205185,3.362106727,21,237.7165348,15.09366867,351.1802722,14.15471942,34592.10118
430,House_430,Suburb,11.70670164,88.84036723,23.92542136,0,0.699470641,7.972002861,48.05400468,3.957329467,2,617.7090024,17.61846375,360.5070322,3.673286165,203378.2381
431,House_431,Suburb,14.29916821,60.29428765,20.32637416,0,0.471734584,7.93732841,20.08738836,1.971151455,11,418.8881555,21.11603518,222.5777278,17.23516585,92580.17835
432,House_432,City Center,76.15106317,82.67073597,16.40786628,1,0.576061576,4.133221121,63.11017494,9.415689544,11,201.5621748,16.49097725,273.9293968,7.085895312,83069.0953
433,House_433,City Center,61.82180633,98.40131632,14.25269619,1,0.416068337,7.206846788,97.96256744,3.619030271,11,637.3856813,18.81698495,4.399360428,10.91905383,91286.30798
434,House_434,Countryside,10.11226761,28.84054378,27.67302851,1,0.426223249,4.743857816,46.97588773,5.685602187,1,638.4605035,16.65514725,338.5372236,35.78358415,37358.66024
435,House_435,Suburb,8.410680611,96.11354854,2.182048433,0,0.313828253,4.78495602,81.9323274,4.521995528,14,603.208337,13.21344157,326.5653697,38.77249963,104373.3388
436,House_436,Suburb,70.09691315,38.94818949,8.418024397,0,0.83804793,4.778088461,51.27063451,9.639353085,1,324.1592415,12.58597636,8.099447369,37.99380102,77523.23963
437,House_437,City Center,7.276300636,38.55119047,10.49813561,0,0.426423999,7.353409485,50.08816308,4.015442538,21,386.37636,21.5227396,217.1300867,8.540871748,4229.344771
438,House_438,City Center,82.18600593,34.03871043,23.47277437,1,0.436520326,4.378956251,93.11192582,8.006912393,23,572.4631126,18.12541773,362.6622282,36.13487412,62175.36005
439,House_439,Countryside,70.62422272,54.14076073,29.7754386,0,0.46776086,3.005435011,89.10662101,8.698745392,9,444.6765627,13.03814913,72.55519481,6.518706735,164292.0297
440,House_440,Suburb,8.134878064,15.41450432,7.220115443,0,0.376444843,7.291421121,78.79424605,4.920458477,24,276.9132884,20.57438558,141.0579686,20.79874811,109775.2664
441,House_441,Countryside,8.483771409,55.37114854,26.22922002,1,0.68355773,4.027108463,30.32931958,4.40354633,1,321.3991323,17.22693137,132.4214714,26.10287132,36930.18997
442,House_442,Suburb,98.66395785,54.17048124,24.91868281,0,0.345085772,3.626894372,54.95583316,7.729712388,21,686.2947684,19.71932112,142.3761902,19.03620805,28327.14301
443,House_443,City Center,37.42707958,76.19018126,6.739721929,0,0.380521456,4.425096724,23.1658261,9.216063823,22,275.5065587,13.26756196,16.75441218,38.12165998,20547.63678
444,House_444,Countryside,37.06421471,83.36499619,11.97997741,1,0.686854036,5.279403134,44.94775311,7.794385598,22,563.0403783,21.06910432,111.6070735,13.9952962,23934.70004
445,House_445,City Center,81.27995673,44.04413503,12.29018608,1,0.503796372,5.855437965,48.93709351,3.04413729,4,439.0091533,17.9053544,117.9425251,21.56772886,61496.72707
446,House_446,Suburb,94.72485774,30.23332494,29.34662006,0,0.724768696,3.267420244,83.33236398,8.994769727,1,574.3008298,19.38260681,346.3488194,3.942547484,50325.68376
447,House_447,Suburb,98.60010638,25.93348973,5.426757041,1,0.634454847,8.823439996,89.70680817,4.488235007,19,530.5566206,12.31379688,140.8464029,34.23675862,114285.7693
448,House_448,Countryside,75.33781853,19.46238367,23.97473913,0,0.453612704,7.296378321,42.04738618,6.186064706,10,419.5835953,15.153049,178.886696,17.12117244,64650.5944
449,House_449,City Center,37.62595855,5.76475822,10.02578143,1,0.69049677,4.939164392,2.752740062,8.482920574,15,376.9554123,14.67445414,152.295224,28.32075251,164091.9827
450,House_450,Suburb,8.35007167,34.24479788,21.92611037,0,0.369764208,4.912183544,86.31561014,2.695552907,20,577.1796272,21.49594995,48.26937984,27.60757961,23008.96313
451,House_451,Suburb,77.71469159,27.02476921,12.60033013,1,0.62184623,5.691255296,18.25358917,8.060591221,4,361.5706031,13.85338569,396.1427031,27.37425282,71358.40921
452,House_452,Countryside,55.84042497,96.64173859,17.35079289,0,0.562288863,6.757468937,62.56631443,6.365465181,20,593.88574,19.07051727,330.3300763,20.77059287,48257.37268
453,House_453,Countryside,42.42220092,55.77088263,24.9783532,1,0.46072415,3.8782384,3.472119143,9.040074776,14,539.9215332,12.42753538,216.3681228,11.82323283,41541.35723
454,House_454,City Center,90.63543851,34.7277039,24.12496695,1,0.662402999,4.133578883,40.55114105,2.547733617,5,488.8345851,13.97684086,190.5457978,25.37868778,33857.02132
455,House_455,Countryside,11.11974823,58.0467601,25.99269551,1,0.822800155,8.156607497,98.61006991,4.786140133,15,384.4004425,15.38597354,259.7018902,38.50986865,101022.9181
456,House_456,Suburb,49.26251043,13.91967013,1.78851976,1,0.89934282,4.537529543,10.96866651,8.495587836,15,302.5406789,19.94505848,130.5724594,33.52402098,92143.88245
457,House_457,City Center,1.135364477,44.40437492,20.76151659,1,0.664657661,5.281169988,42.94562205,1.173085331,16,555.2099006,19.8997658,20.11314814,5.241961031,74060.3489
458,House_458,City Center,46.8660642,62.62343214,4.199621302,1,0.542823525,8.227631106,31.40784507,2.009812301,16,245.6746136,21.52601862,161.7267254,1.904308662,46157.51968
459,House_459,City Center,5.630327568,48.88978318,12.47455704,1,0.43512426,6.978886976,90.60372422,9.915086915,4,685.2711281,21.16767503,393.591031,20.45988292,166684.7699
460,House_460,Suburb,11.88179163,40.17788007,16.45765245,0,0.454257654,5.050271276,87.06467068,3.523547607,9,689.3739573,12.81514595,72.93872235,31.25734472,18011.89695
461,House_461,Countryside,11.75262468,99.38483889,12.08218454,0,0.587672987,7.102197274,24.53217727,9.779888744,1,265.111308,20.29867722,211.0821169,13.24219957,93104.72278
462,House_462,City Center,64.92103021,88.03147621,15.58835027,1,0.520366621,3.118099292,9.037590918,2.642783959,5,251.9676615,16.5117358,3.408558529,28.34829284,42605.70722
463,House_463,Suburb,74.60448793,62.34059582,29.89578926,1,0.848288714,7.41385596,63.08670101,4.249849987,9,406.3583635,20.65886091,48.81260607,37.34492931,66762.79488
464,House_464,Countryside,58.33687651,56.93773612,4.056519411,0,0.520977281,5.922096243,34.30050248,7.775825001,20,681.8416361,12.89286252,234.8766802,18.90039577,8056.842708
465,House_465,City Center,96.21725485,62.06604798,20.26368136,0,0.524066755,7.879092884,67.53635467,6.920005665,5,400.1554496,20.22769102,118.9655718,10.52222659,142127.863
466,House_466,Countryside,37.48705795,20.13121078,11.88002899,1,0.530120707,8.727825912,4.179855851,6.230101599,4,381.9010542,13.59642519,362.2737946,36.79255662,-47924.5347
467,House_467,Countryside,28.57120863,39.51377433,3.990293967,0,0.801972126,8.554731297,14.20652428,5.769092582,16,551.7925295,15.3384163,162.4679064,19.4182946,159404.2862
468,House_468,Countryside,86.85991282,3.945953289,4.762102901,0,0.690472993,8.455590261,68.95085104,8.590963993,2,289.3656183,12.288484,83.21343885,16.90573296,158096.6326
469,House_469,Suburb,22.35958385,47.55460375,28.47819319,1,0.66850131,6.073019736,22.02469487,3.114537066,16,381.6617418,13.23728088,218.2367077,14.78110129,136637.2003
470,House_470,City Center,96.32225394,54.3024584,26.3880449,1,0.500485813,5.160852685,85.9011799,4.982238343,18,345.6537231,16.45725885,317.9894541,17.49766115,49634.47634
471,House_471,City Center,1.215447469,22.77497361,27.21125881,1,0.790742506,5.790211948,6.800497883,2.399070629,2,500.7673113,20.18338336,7.767878479,27.27265631,86856.79212
472,House_472,City Center,96.98788267,96.40288472,29.74598327,0,0.323018317,7.13937602,22.3327163,6.363474362,16,281.3764431,19.73669771,202.2080475,17.91506546,50617.4729
473,House_473,Suburb,4.315991195,90.94546109,6.2494617,1,0.822478303,8.303986661,99.8574646,3.254899818,1,474.3506278,14.35297762,309.3706227,13.64473165,121965.438
474,House_474,Countryside,89.11431137,72.21432355,10.66318012,1,0.60764994,4.241917818,43.87453416,4.004578579,16,628.773295,13.51690449,41.43546185,30.00186896,76052.28091
475,House_475,Suburb,52.77011091,53.33866288,20.0765709,0,0.538950141,8.509158951,70.59360069,5.24125645,3,457.0852734,15.89263463,361.1194076,8.915885654,60869.70389
476,House_476,City Center,99.29647961,86.99691596,14.5140762,1,0.598300368,7.891081392,19.08364184,1.240935271,15,541.7483085,20.83268347,105.806964,8.875415261,93461.71618
477,House_477,Countryside,7.379656474,13.06523438,12.551686,0,0.700449318,8.873136091,61.37700476,1.827441423,11,237.6240088,12.91425074,68.24144309,28.16098593,85234.50609
478,House_478,Suburb,55.38542844,79.05097943,10.73433748,0,0.307659256,8.28151064,72.88450077,7.173362986,10,424.5027896,17.4291401,235.7024292,34.80155468,145579.832
479,House_479,Suburb,96.93025356,12.4820814,17.81341896,0,0.822931114,4.679623978,32.13318695,4.860729826,17,247.4465837,12.88807479,70.01245833,10.40722274,19950.29323
480,House_480,Suburb,52.30978442,79.42106625,17.26780286,0,0.568043715,3.635735468,83.06081409,8.783111998,4,499.7308379,16.70212121,271.8806081,8.453874024,98749.37738
481,House_481,Suburb,62.93986381,27.57675683,4.843735022,0,0.505779912,3.673446432,60.73834027,7.252048033,17,340.5271856,13.26791512,196.0408328,27.14192937,44366.38794
482,House_482,Countryside,69.5748689,87.7090581,14.15219513,0,0.382947339,4.747339911,39.52317795,1.072908475,4,343.6329155,12.80336935,43.9823847,25.21129835,52134.05511
483,House_483,Suburb,45.45410648,94.40420938,16.60415329,1,0.563679225,6.685102344,56.20659694,6.550410977,19,238.3833686,13.90849333,364.9960538,18.44284151,122121.3304
484,House_484,Countryside,62.75580801,14.87959694,17.10860816,1,0.597793663,7.825921957,58.0993239,1.843523795,1,355.1189307,14.55256019,269.282164,4.738564954,91770.11361
485,House_485,Suburb,58.43143119,46.26756051,6.303215787,1,0.542188017,8.395501842,17.38799398,8.028398618,14,453.3385886,14.76265379,218.3972106,4.579631808,122852.6198
486,House_486,City Center,90.11580105,98.09873782,22.26814177,0,0.707196056,6.742520306,40.87050462,9.923569195,24,492.3300516,18.45267947,149.7362461,31.31632977,123640.908
487,House_487,Suburb,4.544638034,48.3407436,0.755972845,1,0.552537917,3.033787876,34.99962821,5.780789148,11,233.3327756,12.54981876,53.94396187,18.61899558,21961.41898
488,House_488,Suburb,28.09631896,86.35475225,10.64495567,0,0.876850547,4.117900659,40.68936954,7.145015502,7,525.7295929,12.8080906,283.0073484,34.46071656,64647.82123
489,House_489,City Center,95.04114841,58.87315221,23.40637946,1,0.659566511,3.598357223,76.34994826,3.135827448,17,444.4378804,13.88706161,325.462328,23.41461241,87628.1469
490,House_490,Countryside,89.02637839,37.53299079,16.91678763,0,0.784486761,5.179946853,48.77130234,4.938379694,4,468.454004,20.72063069,50.32753998,25.13078751,82210.30798
491,House_491,Suburb,45.56567528,28.57835555,7.834872975,1,0.365613542,6.008105962,94.09129917,8.70485799,10,616.3983369,18.28604926,197.8270498,37.43358323,127593.5192
492,House_492,Suburb,62.01325978,20.32230911,20.84859358,0,0.538374776,3.260383071,30.07396492,2.50680653,17,371.1132227,19.30369659,193.9384748,7.420019868,56789.05473
493,House_493,City Center,27.7381183,76.17981914,17.02172832,1,0.502108621,5.090867855,42.15465425,3.389820451,4,287.0255557,15.70362156,139.9646833,22.17794494,106754.6481
494,House_494,Countryside,18.81211597,38.65405068,23.88730828,0,0.641689433,4.075078048,78.90872424,5.008903078,19,475.9050879,14.13220349,315.7367582,3.267405399,138856.6764
495,House_495,City Center,46.36984049,51.12754622,22.05075559,1,0.816668112,6.882420998,55.05643474,7.410240027,18,672.5109588,12.37961361,39.81191352,14.99807687,9972.8522
496,House_496,Suburb,35.3352228,49.232548,18.30323766,0,0.347002931,5.785634216,55.1557865,4.382955593,17,458.9348096,16.8853562,82.00768995,6.775841492,73674.48923
497,House_497,Countryside,58.36561119,57.72790292,14.64533026,1,0.343544879,5.971905882,6.280676138,9.349590518,6,615.9560871,17.74280964,0.641107567,8.325602529,108673.7289
